0.238012051,0.223342085
0.3041702,0.277837518
0.380518094,0.339587279
0.456884034,0.399574889
0.533271026,0.457506654
0.613927004,0.516189838
0.698854074,0.575418855
0.783824452,0.630418708
0.873036447,0.688842577
0.966572494,0.74264063
1.060125767,0.794756629
1.153725794,0.842307052
1.247367653,0.885772486
1.341058729,0.924432051
1.4347375,0.964293083
1.52837936,1.007758517
1.622072896,1.046177788
1.715800882,1.081232951
1.80953133,1.11604782
1.9033356,1.143653885
1.997137409,1.171500244
2.090924454,1.200788363
2.184743489,1.226952668
2.278606818,1.24879169
2.372487371,1.268948657
2.466367925,1.289105625
2.56028293,1.305898484
2.654207777,1.321730169
2.748162154,1.334678333
2.842148521,1.344502682
2.936125044,1.355288204
2.991679221,1.359455136
